GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",2601,294,54,45,0,12,0,12,31,50,55,64,59,67,85,72,135,105,246,192,115,125,206,99,64,66,24,25,138,101,115,86,546,187,123,95,66,62,189,129,246,120,88,61,16,19,0,12,0,12
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",1289,203,47,43,0,12,0,12,0,12,0,12,5,11,36,41,5,11,11,11,21,20,55,36,64,36,17,17,19,20,64,39,347,101,76,62,38,44,162,99,59,45,154,76,94,80,10,14,5,9
1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",40,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,17,0,12,0,12,16,34,0,12,0,12,0,12,16,17,0,12,0,12,0,12,0,12,0,12
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",692,77,0,12,0,12,10,16,0,12,0,12,10,17,0,12,9,13,0,12,0,12,0,12,5,8,21,18,32,26,57,28,196,51,17,20,31,28,76,36,9,13,152,60,53,31,14,16,0,12
1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",655,141,9,12,0,12,0,12,0,12,7,12,28,30,30,46,30,36,14,21,0,12,0,12,24,27,54,36,51,55,18,19,138,96,24,28,46,39,90,54,44,39,28,22,20,30,0,12,0,12
1400000US36005016600,36005016600,"Census Tract 166, Bronx County, New York",1633,197,33,29,0,12,0,12,0,12,0,12,15,24,20,31,5,8,52,43,0,12,5,9,15,24,53,44,32,39,48,38,486,133,69,46,60,38,205,84,118,71,295,132,117,67,5,9,0,12
1400000US36005016700,36005016700,"Census Tract 167, Bronx County, New York",1246,177,15,13,0,12,0,12,0,12,23,36,23,37,6,10,49,43,28,29,31,33,43,36,16,19,26,23,56,31,37,24,354,131,78,45,17,19,228,101,76,39,89,54,47,39,4,6,0,12
1400000US36005016900,36005016900,"Census Tract 169, Bronx County, New York",981,189,54,40,0,12,0,12,0,12,22,25,0,12,0,12,24,25,11,14,29,24,25,27,5,8,45,34,44,35,20,23,237,131,45,33,61,43,176,80,97,49,52,37,18,26,16,17,0,12
1400000US36005017100,36005017100,"Census Tract 171, Bronx County, New York",2,4,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36005017300,36005017300,"Census Tract 173, Bronx County, New York",3720,435,249,115,0,17,0,17,63,80,23,36,104,72,177,102,104,111,81,80,177,118,154,106,258,131,120,71,92,74,259,128,537,190,308,158,47,42,497,172,215,142,156,82,36,49,44,64,19,30
1400000US36005017500,36005017500,"Census Tract 175, Bronx County, New York",3546,400,139,79,0,17,0,17,0,17,111,99,94,60,0,17,57,66,161,88,61,59,44,50,228,102,151,117,268,137,99,76,856,328,270,143,127,94,529,162,98,76,152,90,101,85,0,17,0,17
1400000US36005017701,36005017701,"Census Tract 177.01, Bronx County, New York",2426,393,71,65,0,12,0,12,0,12,38,40,33,45,57,64,39,28,9,17,9,17,50,68,131,101,218,163,307,188,105,78,407,166,123,93,99,83,400,270,123,85,112,58,57,64,38,51,0,12
1400000US36005017702,36005017702,"Census Tract 177.02, Bronx County, New York",2590,398,75,68,0,12,0,12,0,12,0,12,65,108,66,66,0,12,45,43,63,69,171,118,157,119,75,67,251,147,113,80,641,234,46,56,37,42,422,155,93,64,230,152,40,32,0,12,0,12
1400000US36005017901,36005017901,"Census Tract 179.01, Bronx County, New York",3133,524,231,103,0,12,0,12,0,12,23,35,70,65,43,49,21,38,38,57,88,72,515,460,0,12,133,84,273,181,136,109,556,190,100,78,59,49,408,189,138,88,258,139,43,45,0,12,0,12
1400000US36005017902,36005017902,"Census Tract 179.02, Bronx County, New York",2081,282,80,77,0,12,0,12,0,12,9,15,38,60,52,60,20,31,112,110,62,68,134,67,0,12,59,60,202,157,65,57,465,167,148,88,85,67,259,134,126,84,118,53,47,48,0,12,0,12
1400000US36005018101,36005018101,"Census Tract 181.01, Bronx County, New York",1983,323,151,95,0,12,0,12,0,12,7,18,57,65,26,40,31,36,96,73,0,12,34,40,132,131,85,62,63,55,3,8,364,164,158,101,88,49,394,181,130,88,141,85,22,30,0,12,1,12
1400000US36005018102,36005018102,"Census Tract 181.02, Bronx County, New York",3652,454,466,192,0,17,0,17,8,16,8,19,190,142,53,57,75,65,115,84,55,60,195,129,161,101,84,80,106,63,164,83,594,166,161,108,19,21,361,120,119,95,513,150,135,88,70,79,0,17
1400000US36005018301,36005018301,"Census Tract 183.01, Bronx County, New York",3142,299,132,68,0,12,0,12,32,51,57,57,12,20,17,28,0,12,48,44,63,66,89,59,67,51,139,85,56,55,208,178,547,197,196,119,102,76,266,104,298,126,335,102,401,134,59,72,18,29
1400000US36005018302,36005018302,"Census Tract 183.02, Bronx County, New York",2635,263,142,82,0,12,0,12,0,12,0,12,0,12,0,12,53,98,107,99,46,47,71,90,124,105,68,73,91,75,161,92,639,152,44,47,70,59,507,213,148,89,275,149,89,62,0,12,0,12
1400000US36005018400,36005018400,"Census Tract 184, Bronx County, New York",2601,225,26,43,0,12,0,12,0,12,20,25,0,12,36,43,66,46,93,97,0,12,26,29,23,25,110,70,35,30,64,49,769,192,39,36,163,82,364,144,92,52,415,128,220,93,15,18,25,39
1400000US36005018500,36005018500,"Census Tract 185, Bronx County, New York",4020,387,248,143,0,17,10,17,0,17,57,75,49,40,27,35,51,49,75,64,42,47,100,77,96,64,188,106,222,98,222,101,788,187,359,141,124,71,645,183,321,102,241,110,75,59,78,108,2,11
1400000US36005018900,36005018900,"Census Tract 189, Bronx County, New York",4585,367,149,87,0,17,0,17,0,17,0,17,36,59,0,17,103,84,154,97,87,73,191,107,245,118,209,114,160,102,93,81,1275,267,267,121,100,70,581,152,550,206,239,98,49,57,97,81,0,17
1400000US36005019300,36005019300,"Census Tract 193, Bronx County, New York",3009,268,99,66,0,17,33,50,0,17,0,17,39,37,20,33,0,17,39,28,68,67,170,95,194,125,153,84,159,97,237,94,676,215,301,116,84,66,314,132,120,68,227,150,76,63,0,17,0,17
1400000US36005019400,36005019400,"Census Tract 194, Bronx County, New York",1421,168,25,24,0,12,0,12,0,12,0,12,0,12,11,18,7,14,23,28,21,22,30,34,44,38,6,11,42,33,100,67,476,139,47,44,29,28,96,53,156,89,229,106,79,48,0,12,0,12
1400000US36005019500,36005019500,"Census Tract 195, Bronx County, New York",4515,434,94,69,0,17,0,17,0,17,0,17,50,64,29,36,101,65,135,91,40,43,228,117,284,143,125,61,236,127,140,93,1027,279,313,164,93,87,691,233,276,141,474,145,115,81,64,68,0,17
1400000US36005019700,36005019700,"Census Tract 197, Bronx County, New York",4097,365,82,72,0,17,0,17,0,17,61,69,0,17,42,41,0,17,291,190,15,23,206,145,220,147,135,118,164,112,206,105,916,266,268,128,96,62,669,216,289,136,251,199,170,112,16,26,0,17
1400000US36005019900,36005019900,"Census Tract 199, Bronx County, New York",4333,409,71,53,0,17,0,17,0,17,0,17,129,124,27,33,176,133,98,83,24,27,216,178,189,123,114,81,265,138,197,117,831,244,319,117,97,79,665,202,411,147,329,132,161,97,14,28,0,17
1400000US36005020000,36005020000,"Census Tract 200, Bronx County, New York",2873,355,74,60,0,12,0,12,9,15,0,12,0,12,40,44,0,12,77,74,0,12,27,33,116,66,104,61,117,72,137,72,655,172,154,93,112,56,453,141,115,65,366,92,277,116,40,37,0,12
1400000US36005020100,36005020100,"Census Tract 201, Bronx County, New York",2456,250,69,42,0,12,0,12,0,12,0,12,3,7,15,16,6,10,30,33,92,69,85,74,47,40,122,88,155,82,85,61,551,137,186,88,58,44,527,151,166,93,166,96,64,68,29,40,0,12
1400000US36005020200,36005020200,"Census Tract 202, Bronx County, New York",1369,190,56,35,0,12,4,7,0,12,0,12,6,10,0,12,0,12,57,42,11,15,0,12,34,27,29,24,30,31,64,38,402,104,33,22,48,39,210,116,121,72,205,81,59,45,0,12,0,12
1400000US36005020400,36005020400,"Census Tract 204, Bronx County, New York",2052,266,74,85,0,12,0,12,0,12,0,12,0,12,62,102,52,76,21,34,0,12,41,47,46,44,66,62,81,60,52,39,472,200,115,78,104,74,381,148,198,121,209,109,29,34,21,24,28,41
1400000US36005020501,36005020501,"Census Tract 205.01, Bronx County, New York",4189,424,52,45,0,17,0,17,0,17,0,17,73,71,16,23,0,17,215,128,54,61,116,92,202,139,143,107,115,75,191,111,1200,267,165,126,181,100,587,214,374,152,297,124,125,89,36,39,47,56
1400000US36005020502,36005020502,"Census Tract 205.02, Bronx County, New York",1252,140,35,33,0,12,0,12,0,12,12,18,16,22,8,10,18,22,59,55,53,59,33,35,13,19,59,54,39,46,23,18,306,119,73,70,122,82,94,55,101,63,142,77,41,32,0,12,5,8
1400000US36005020601,36005020601,"Census Tract 206.01, Bronx County, New York",2022,269,89,101,0,12,0,12,0,12,0,12,0,12,0,12,66,80,43,36,8,13,39,49,49,56,46,51,44,56,28,37,696,174,84,73,55,30,181,67,253,128,230,83,86,45,25,33,0,12
1400000US36005020900,36005020900,"Census Tract 209, Bronx County, New York",2927,458,82,71,0,12,0,12,0,12,0,12,0,12,56,51,43,52,93,62,9,15,201,138,105,75,72,60,220,89,74,76,518,177,183,113,96,57,581,262,237,109,281,129,46,36,30,48,0,12
1400000US36005021001,36005021001,"Census Tract 210.01, Bronx County, New York",6045,494,72,77,0,17,0,17,0,17,0,17,12,19,52,72,103,109,16,26,0,17,92,71,49,45,279,172,59,56,199,126,1352,367,275,150,131,75,1109,286,598,223,1072,320,575,267,0,17,0,17
1400000US36005021002,36005021002,"Census Tract 210.02, Bronx County, New York",4696,317,238,136,0,17,0,17,0,17,37,45,59,59,46,68,18,24,141,120,0,17,0,17,28,46,165,117,139,92,116,86,1009,311,185,97,159,89,704,255,473,213,808,255,280,123,43,45,48,69
1400000US36005021100,36005021100,"Census Tract 211, Bronx County, New York",3124,296,97,64,0,17,0,17,0,17,9,15,16,20,17,28,48,38,52,44,23,32,118,70,193,121,102,60,210,88,73,44,736,231,99,49,152,83,497,185,325,176,235,92,99,89,23,29,0,17
1400000US36005021200,36005021200,"Census Tract 212, Bronx County, New York",3926,426,18,24,0,17,0,17,0,17,0,17,0,17,0,17,32,51,0,17,0,17,74,80,34,56,34,41,50,54,146,74,879,241,149,104,184,105,734,292,520,199,583,201,381,169,93,117,15,26
1400000US36005021301,36005021301,"Census Tract 213.01, Bronx County, New York",802,123,35,41,0,12,0,12,0,12,0,12,8,11,0,12,0,12,39,34,59,42,54,34,47,37,67,34,3,5,7,13,132,60,55,42,52,59,100,52,83,47,29,27,15,26,0,12,17,30
1400000US36005021302,36005021302,"Census Tract 213.02, Bronx County, New York",3104,314,184,91,0,17,0,17,0,17,45,66,93,101,92,84,71,67,49,49,101,89,73,71,206,123,91,77,260,115,103,84,615,169,125,75,129,74,378,174,121,77,221,145,133,75,14,22,0,17
1400000US36005021501,36005021501,"Census Tract 215.01, Bronx County, New York",2154,263,60,52,0,12,0,12,0,12,0,12,60,35,33,35,32,40,53,61,42,44,118,83,41,44,53,40,80,71,73,55,612,202,129,89,59,50,206,99,257,108,221,129,25,25,0,12,0,12
1400000US36005021502,36005021502,"Census Tract 215.02, Bronx County, New York",3477,253,91,66,0,17,0,17,0,17,0,17,112,84,40,51,0,17,100,93,84,73,149,80,134,85,205,103,265,146,100,82,793,223,227,116,126,67,578,171,167,87,297,116,9,15,0,17,0,17
1400000US36005021601,36005021601,"Census Tract 216.01, Bronx County, New York",2582,317,51,40,0,12,0,12,27,42,12,20,72,111,10,17,12,19,49,43,9,16,44,43,113,67,161,104,163,93,142,91,763,191,170,94,47,35,275,113,174,74,212,123,25,23,44,50,7,10
1400000US36005021602,36005021602,"Census Tract 216.02, Bronx County, New York",4366,400,147,85,0,17,0,17,0,17,6,23,113,96,8,13,46,74,94,68,18,30,168,132,63,72,110,90,67,64,113,59,745,280,258,112,198,118,529,132,401,205,914,230,330,116,38,45,0,17
1400000US36005021700,36005021700,"Census Tract 217, Bronx County, New York",3355,386,139,75,0,17,0,17,0,17,0,17,11,18,0,17,58,65,74,51,32,34,143,75,131,64,276,130,271,128,189,95,658,168,350,116,176,88,426,154,138,72,194,93,89,65,0,17,0,17
1400000US36005021800,36005021800,"Census Tract 218, Bronx County, New York",3736,346,126,91,0,17,13,22,0,17,0,17,74,86,36,58,23,36,123,163,68,60,56,56,152,116,34,35,234,123,203,110,735,183,143,105,282,137,384,186,264,137,610,221,176,84,0,17,0,17
1400000US36005021900,36005021900,"Census Tract 219, Bronx County, New York",910,134,76,68,0,12,9,15,0,12,0,12,32,33,0,12,42,32,21,27,19,22,56,44,44,34,45,44,6,10,29,30,200,86,19,17,26,24,54,38,61,44,148,76,23,28,0,12,0,12
1400000US36005022000,36005022000,"Census Tract 220, Bronx County, New York",738,133,41,46,0,12,0,12,0,12,0,12,5,11,14,25,14,23,49,43,33,48,9,20,35,38,38,37,9,20,35,27,191,75,8,12,47,34,90,56,24,30,91,73,5,9,0,12,0,12
1400000US36005022101,36005022101,"Census Tract 221.01, Bronx County, New York",2270,368,119,75,0,12,0,12,47,53,0,12,66,55,14,24,81,68,156,114,100,107,85,55,102,79,83,73,73,54,50,48,567,244,109,67,68,49,176,82,199,87,156,121,6,11,13,19,0,12
1400000US36005022102,36005022102,"Census Tract 221.02, Bronx County, New York",2799,346,153,83,0,12,0,12,0,12,16,22,66,64,0,12,156,122,298,192,56,67,251,137,134,82,157,97,145,93,30,34,464,257,101,76,74,49,248,115,143,75,231,129,76,54,0,12,0,12
1400000US36005022200,36005022200,"Census Tract 222, Bronx County, New York",1920,227,93,58,0,12,0,12,0,12,14,23,0,12,14,17,31,26,45,37,20,21,51,46,83,63,85,66,94,67,58,30,421,132,97,61,63,37,262,92,244,107,206,87,39,35,0,12,0,12
1400000US36005022300,36005022300,"Census Tract 223, Bronx County, New York",3605,563,174,81,0,17,0,17,0,17,60,58,62,73,38,56,105,103,311,142,66,75,74,73,69,68,114,80,192,108,139,104,1019,368,68,55,81,73,547,210,199,95,242,134,9,22,36,44,0,17
1400000US36005022401,36005022401,"Census Tract 224.01, Bronx County, New York",1847,229,113,90,0,12,0,12,0,12,54,52,21,31,19,30,36,38,41,37,0,12,64,49,48,47,45,40,50,48,135,120,365,128,44,39,40,30,257,109,127,53,235,83,129,64,16,24,8,14
1400000US36005022403,36005022403,"Census Tract 224.03, Bronx County, New York",2333,281,30,28,0,12,0,12,0,12,36,54,14,21,20,34,0,12,18,25,29,36,182,126,59,71,109,61,48,45,75,64,559,225,86,57,51,40,174,107,187,99,322,114,180,81,53,58,101,86
1400000US36005022404,36005022404,"Census Tract 224.04, Bronx County, New York",2699,273,111,89,6,11,0,12,0,12,0,12,0,12,14,23,42,55,51,64,0,12,45,69,45,49,80,77,41,47,97,65,677,171,64,57,114,90,437,152,291,106,462,147,109,73,13,16,0,12
1400000US36005022500,36005022500,"Census Tract 225, Bronx County, New York",4310,487,260,138,0,17,0,17,0,17,41,56,33,56,71,75,58,61,268,167,83,77,96,82,94,82,265,139,255,124,146,99,1012,260,244,128,82,56,692,280,165,99,422,244,23,36,0,17,0,17
1400000US36005022701,36005022701,"Census Tract 227.01, Bronx County, New York",3723,313,164,97,0,17,0,17,0,17,22,35,64,54,67,66,17,27,208,111,22,33,150,69,131,83,138,89,133,73,204,95,848,213,186,95,206,84,425,182,229,105,247,116,92,66,170,104,0,17
1400000US36005022702,36005022702,"Census Tract 227.02, Bronx County, New York",1122,142,58,50,0,12,42,54,0,12,0,12,3,7,0,12,10,16,18,18,29,36,126,71,57,33,19,26,40,34,19,21,208,102,68,44,39,34,96,53,133,71,105,53,27,24,25,28,0,12
1400000US36005022703,36005022703,"Census Tract 227.03, Bronx County, New York",1176,159,38,32,0,12,0,12,0,12,0,12,0,12,0,12,27,36,66,49,9,14,47,30,23,30,49,41,31,30,28,33,271,89,40,25,20,28,114,75,72,42,200,99,75,63,66,49,0,12
1400000US36005022800,36005022800,"Census Tract 228, Bronx County, New York",4282,378,289,152,0,17,0,17,37,59,0,17,55,83,72,101,37,34,58,77,33,34,85,76,128,123,93,110,52,54,218,173,959,259,87,73,267,151,364,170,288,131,780,280,202,121,84,70,94,75
1400000US36005022901,36005022901,"Census Tract 229.01, Bronx County, New York",3019,362,131,134,0,12,0,12,0,12,22,35,84,57,32,39,28,35,77,68,49,53,222,114,18,29,85,59,154,93,140,85,552,154,260,147,119,67,463,161,100,56,320,123,94,70,48,34,21,26
1400000US36005022902,36005022902,"Census Tract 229.02, Bronx County, New York",1691,216,140,89,0,12,0,12,0,12,10,16,25,32,0,12,18,25,81,68,38,43,98,55,86,65,73,55,87,66,106,67,129,65,116,62,17,29,230,103,172,89,172,87,93,75,0,12,0,12
1400000US36005023000,36005023000,"Census Tract 230, Bronx County, New York",2035,315,92,75,0,12,0,12,5,8,18,22,0,12,47,46,56,52,0,12,9,13,97,79,86,75,13,21,23,37,93,63,423,185,160,109,70,63,217,102,273,110,222,94,73,65,58,57,0,12
1400000US36005023100,36005023100,"Census Tract 231, Bronx County, New York",959,204,62,47,0,12,0,12,0,12,11,17,38,35,11,16,11,16,37,39,23,29,37,35,13,20,47,48,74,56,40,33,189,99,33,34,18,17,149,88,51,46,66,46,44,35,5,8,0,12
1400000US36005023200,36005023200,"Census Tract 232, Bronx County, New York",1732,236,67,42,5,7,0,12,6,11,0,12,9,14,37,41,19,21,36,45,13,21,13,20,37,29,109,52,40,32,50,37,461,133,62,35,48,31,159,68,137,70,309,101,109,53,0,12,6,12
1400000US36005023301,36005023301,"Census Tract 233.01, Bronx County, New York",3082,307,113,78,0,12,0,12,0,12,22,33,91,70,17,27,61,56,209,140,18,29,243,122,65,54,103,68,398,157,45,36,475,126,261,111,206,92,258,98,114,62,316,129,53,40,0,12,14,19
1400000US36005023302,36005023302,"Census Tract 233.02, Bronx County, New York",1819,300,134,73,0,12,0,12,0,12,38,56,41,63,27,27,21,22,47,34,8,10,135,89,92,53,38,31,142,79,38,39,313,96,91,57,47,41,173,78,122,79,217,188,60,55,35,38,0,12
1400000US36005023501,36005023501,"Census Tract 235.01, Bronx County, New York",2239,390,116,62,0,12,23,36,47,73,0,12,55,48,49,50,12,17,105,83,42,53,60,55,8,16,108,81,12,19,48,55,552,222,15,18,15,24,322,126,208,160,278,114,29,34,135,156,0,12
1400000US36005023502,36005023502,"Census Tract 235.02, Bronx County, New York",3034,351,113,58,0,12,0,12,0,12,30,35,35,33,79,54,59,53,115,62,117,66,215,135,104,60,206,99,91,61,99,62,737,192,131,74,71,52,411,141,173,69,183,83,37,37,8,12,20,31
1400000US36005023600,36005023600,"Census Tract 236, Bronx County, New York",1367,245,82,37,0,12,0,12,0,12,12,19,10,12,48,39,60,71,38,59,36,47,96,86,11,17,70,42,70,51,80,64,338,137,20,23,15,17,130,85,93,47,102,60,45,33,0,12,11,13
1400000US36005023702,36005023702,"Census Tract 237.02, Bronx County, New York",757,181,14,14,5,10,0,12,0,12,33,36,0,12,46,40,0,12,50,78,15,19,54,30,40,37,82,60,61,36,24,26,112,50,19,21,48,38,68,35,33,26,53,61,0,12,0,12,0,12
1400000US36005023703,36005023703,"Census Tract 237.03, Bronx County, New York",2585,449,76,43,0,12,0,12,33,51,0,12,0,12,0,12,29,35,163,137,137,125,98,78,215,103,111,90,115,74,51,45,517,229,145,143,128,93,440,181,99,70,169,91,25,33,24,38,10,17
1400000US36005023704,36005023704,"Census Tract 237.04, Bronx County, New York",1988,263,49,40,0,12,0,12,0,12,0,12,16,25,40,47,39,62,64,58,90,114,50,51,47,46,128,97,195,117,77,48,354,133,118,77,55,63,188,117,86,81,321,166,62,45,0,12,9,15
1400000US36005023800,36005023800,"Census Tract 238, Bronx County, New York",1453,163,52,34,0,12,0,12,0,12,0,12,0,12,0,12,10,15,5,7,44,42,39,43,13,14,74,52,56,41,41,38,380,95,73,45,68,43,186,69,114,60,202,88,60,43,31,42,5,7
1400000US36005023900,36005023900,"Census Tract 239, Bronx County, New York",4348,500,221,130,0,17,0,17,16,26,0,17,0,17,9,16,145,126,159,107,138,129,212,114,223,114,179,98,358,177,52,59,1074,337,172,90,89,70,468,196,165,123,324,148,202,133,87,75,55,83
1400000US36005024000,36005024000,"Census Tract 240, Bronx County, New York",2206,289,9,15,0,12,0,12,0,12,16,34,17,24,24,39,82,84,72,72,50,53,30,33,39,43,166,79,177,109,35,37,386,151,184,133,60,52,407,182,208,89,212,124,20,32,0,12,12,20
1400000US36005024100,36005024100,"Census Tract 241, Bronx County, New York",3446,319,35,25,0,17,0,17,0,17,26,31,0,17,9,15,15,23,194,93,44,40,114,79,170,87,127,80,183,81,93,76,713,185,155,88,238,143,526,179,537,186,198,101,49,44,20,24,0,17
1400000US36005024300,36005024300,"Census Tract 243, Bronx County, New York",3578,273,125,75,0,17,0,17,19,30,21,28,18,30,53,53,32,51,43,48,116,77,153,100,81,60,51,47,282,114,132,79,1229,239,115,69,130,68,269,77,400,128,253,111,49,46,7,10,0,17
1400000US36005024400,36005024400,"Census Tract 244, Bronx County, New York",1594,207,20,19,0,12,0,12,0,12,0,12,0,12,0,12,12,19,42,38,0,12,32,28,24,35,11,12,41,45,89,52,406,131,45,37,52,32,146,63,162,83,315,109,152,99,37,32,8,12
1400000US36005024501,36005024501,"Census Tract 245.01, Bronx County, New York",2836,402,69,54,0,17,0,17,0,17,13,21,26,35,69,54,0,17,162,123,9,14,203,150,66,55,98,69,241,100,40,42,777,287,41,48,94,67,316,153,414,201,151,77,44,41,3,8,0,17
1400000US36005024502,36005024502,"Census Tract 245.02, Bronx County, New York",2306,367,120,97,0,12,0,12,0,12,0,12,0,12,32,52,51,75,132,108,41,66,19,23,118,81,83,80,112,73,36,40,775,308,85,68,54,42,234,120,184,103,201,100,29,35,0,12,0,12
1400000US36005024600,36005024600,"Census Tract 246, Bronx County, New York",1801,190,71,48,0,12,0,12,0,12,0,12,0,12,35,50,14,14,49,49,36,33,77,77,0,12,6,12,37,39,47,38,448,147,24,19,70,42,110,57,98,56,474,138,181,68,6,13,18,22
1400000US36005024700,36005024700,"Census Tract 247, Bronx County, New York",1133,168,49,41,0,12,0,12,6,9,9,17,30,35,0,12,0,12,22,33,0,12,93,63,8,12,36,27,71,64,13,24,244,100,152,68,39,32,66,37,113,55,98,55,60,45,24,19,0,12
1400000US36005024800,36005024800,"Census Tract 248, Bronx County, New York",2707,243,125,81,0,12,0,12,23,27,5,12,9,14,35,39,0,12,27,18,49,43,87,64,93,61,42,41,5,12,115,80,632,201,37,34,93,67,354,120,95,84,524,152,165,86,155,80,37,44
1400000US36005024900,36005024900,"Census Tract 249, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
